method,year_month,q,q_label,estimate,lower_95,upper_95,accepted_event_species,diversity,method_label,method_class,result_type,reference_estimate,reference_lower_95,reference_upper_95,absolute_difference,percentage_difference
Audio_only,2021-12,0,q = 0: Richness,28,24,32,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,25,20,29,3,12.00000000000001
Audio_only,2021-12,1,q = 1: Exponential Shannon,8.14268052889269,7.104898370972819,9.19402550167955,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,7.059398557668816,6.1112848949521075,8.008467746700806,1.0832819712238742,15.3452445328657
Audio_only,2021-12,2,q = 2: Inverse Simpson,4.350102760749049,3.93585179035004,4.841953562525748,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,3.9988338334177023,3.589079604145683,4.452290089087324,0.35126892733134696,8.784284167945188
Audio_only,2022-01,0,q = 0: Richness,44,38,51,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,40,34,47,4,10.000000000000009
Audio_only,2022-01,1,q = 1: Exponential Shannon,8.325961638502616,7.462480264301291,9.149597067263052,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,7.9851185714953115,7.1268346772231315,8.858579823699339,0.34084306700730416,4.268478469737702
Audio_only,2022-01,2,q = 2: Inverse Simpson,4.245411342121954,3.8838022761975073,4.708678245630338,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,4.1992537211900185,3.7890986559532047,4.593153740280675,0.046157620931935206,1.099186283958442
Audio_only,2022-02,0,q = 0: Richness,45.5,39.34166666666667,51,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,41,35,47,4.5,10.97560975609757
Audio_only,2022-02,1,q = 1: Exponential Shannon,11.618110683980568,10.410184742762123,12.849702960853339,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,11.083201796856123,9.868634869486943,12.291281807536818,0.5349088871244447,4.826302876450184
Audio_only,2022-02,2,q = 2: Inverse Simpson,6.603764413915028,6.000875119329677,7.186967957371484,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.488619238578735,5.798002602297476,7.096395184509092,0.11514517533629309,1.774571308664341
Audio_only,2022-08,0,q = 0: Richness,29,25,33,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,26,21,30,3,11.538461538461542
Audio_only,2022-08,1,q = 1: Exponential Shannon,12.899896914169382,11.478102254675987,14.548001844397785,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,11.871536686130174,10.304196939721136,13.279713036761105,1.0283602280392081,8.662401972279365
Audio_only,2022-08,2,q = 2: Inverse Simpson,8.471386252342665,7.608770306905626,9.379907042494859,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,8.019888287769383,7.035507579120789,8.822128431693862,0.4514979645732815,5.629728848740112
Audio_only,2022-09,0,q = 0: Richness,69,60,77,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,62,54,71,7,11.290322580645151
Audio_only,2022-09,1,q = 1: Exponential Shannon,7.8528584494768054,7.277006190261647,8.482061612686072,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,7.420327200632588,6.824397582421539,8.002684170585503,0.43253124884421723,5.8290050714656205
Audio_only,2022-09,2,q = 2: Inverse Simpson,4.493175405527239,4.230093558901487,4.7743738881168065,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,4.385360455360969,4.10561447536096,4.6598989731539815,0.1078149501662704,2.45851968757711
Audio_only,2022-10,0,q = 0: Richness,71,63,79,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,64,56,72,7,10.9375
Audio_only,2022-10,1,q = 1: Exponential Shannon,7.298456060331484,6.748053228724139,7.8965152951314215,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.840491985935147,6.233752740727834,7.414779057904594,0.4579640743963367,6.694899655433617
Audio_only,2022-10,2,q = 2: Inverse Simpson,4.051169926806952,3.7990836987466885,4.315130533631946,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,3.935468088596486,3.665698591569257,4.185194107399265,0.11570183821046598,2.9399765315268667
Audio_only,2022-11,0,q = 0: Richness,57,50,63,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,50,43,57,7,13.99999999999999
Audio_only,2022-11,1,q = 1: Exponential Shannon,7.005253430610956,6.4449487187920855,7.63965892375453,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.589443304234722,5.947933610993967,7.247743575247615,0.4158101263762344,6.310246665435493
Audio_only,2022-11,2,q = 2: Inverse Simpson,3.3688144175289887,3.1199223066274833,3.696582316667246,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,3.2906193420765995,3.0038611049247246,3.5951673060268883,0.07819507545238924,2.3763026750776683
Audio_only,2022-12,0,q = 0: Richness,45,39,51,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,40,33,46,5,12.5
Audio_only,2022-12,1,q = 1: Exponential Shannon,6.572952865804583,5.86634351943811,7.360066646504163,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.190843304014422,5.458773333729292,6.97667753532507,0.38210956179016087,6.172173046964113
Audio_only,2022-12,2,q = 2: Inverse Simpson,3.150051801807773,2.8572520454099966,3.507864002060212,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,3.076504008460872,2.752127777344277,3.3978380658486596,0.07354779334690109,2.390628880854151
Audio_only,2023-01,0,q = 0: Richness,45,39,51,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,40,35,47,5,12.5
Audio_only,2023-01,1,q = 1: Exponential Shannon,6.6953974775382505,6.040700926535907,7.35884961220394,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.391358954513024,5.698989665788652,7.089788255871321,0.30403852302522694,4.757024682685684
Audio_only,2023-01,2,q = 2: Inverse Simpson,3.4321343742313406,3.176675750102314,3.7158630032330766,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,3.378237352675357,3.0761041702784224,3.67752918704849,0.05389702155598375,1.595418436579088
Audio_only,2023-02,0,q = 0: Richness,67,60,73,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,60,53,67,7,11.66666666666667
Audio_only,2023-02,1,q = 1: Exponential Shannon,6.507812934168191,5.933677282104514,7.085349635508556,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.133644619722686,5.556564041137566,6.708239055138694,0.37416831444550525,6.100260736371488
Audio_only,2023-02,2,q = 2: Inverse Simpson,3.2787325600248556,3.0822931967390437,3.52217033469498,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,3.2060250172482414,2.986637739638037,3.4468604429140886,0.07270754277661418,2.2678407805756917
Audio_only,2023-03,0,q = 0: Richness,75,68,83,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,69,61,77,6,8.695652173913038
Audio_only,2023-03,1,q = 1: Exponential Shannon,8.240075735366982,7.60968367416948,8.87770322323382,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,7.783458113816978,7.141753483026523,8.4031548883706,0.45661762155000485,5.866513506887516
Audio_only,2023-03,2,q = 2: Inverse Simpson,4.556338506254908,4.297485511389844,4.8204321399262975,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,4.440713222313189,4.169815626952865,4.691355722404761,0.11562528394171956,2.603754805888814
Audio_only,2023-04,0,q = 0: Richness,91,83,100,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,82,74,92,9,10.97560975609757
Audio_only,2023-04,1,q = 1: Exponential Shannon,12.524321172165894,11.6652459216909,13.455016294085183,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,11.893700018688644,10.896013423415283,12.825653040748108,0.6306211534772501,5.30214443349295
Audio_only,2023-04,2,q = 2: Inverse Simpson,7.077465587572046,6.5561539271253615,7.694575665532642,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.9242353692752605,6.358121845965052,7.455292373796893,0.15323021829678574,2.2129550791515573
Audio_only,2023-05,0,q = 0: Richness,87,77.34166666666667,96,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,80,70,89,7,8.749999999999991
Audio_only,2023-05,1,q = 1: Exponential Shannon,10.644213176887435,9.884806135121014,11.39193378062836,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,10.109917411936156,9.346019697381646,10.88651280112465,0.5342957649512794,5.284867750951849
Audio_only,2023-05,2,q = 2: Inverse Simpson,6.033867570404883,5.706604194655906,6.340355121292195,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,5.9096174227906495,5.575000624972628,6.2165527517711645,0.1242501476142337,2.1025074674895006
Audio_only,2023-06,0,q = 0: Richness,87,79,95,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,79,70,88,8,10.126582278481022
Audio_only,2023-06,1,q = 1: Exponential Shannon,8.437059829680168,7.667057266350954,9.438580869889297,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,7.249416257343754,6.541442909004715,8.132310727466265,1.1876435723364134,16.38260971886274
Audio_only,2023-06,2,q = 2: Inverse Simpson,4.27984064417149,3.9627751227956693,4.755740837816969,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,3.776591238540175,3.5025735687939346,4.188110750478752,0.5032494056313146,13.325493119182363
Audio_only,2023-07,0,q = 0: Richness,67,60,75,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,61,54,70,6,9.836065573770503
Audio_only,2023-07,1,q = 1: Exponential Shannon,12.61766060487501,11.061218271318769,14.444206101291076,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,11.095320592102578,9.737985992804411,12.939832126197096,1.5223400127724318,13.720559042304759
Audio_only,2023-07,2,q = 2: Inverse Simpson,5.937645659269718,5.151409258665655,7.198947467403633,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,5.510201738584267,4.805326765966733,6.800983932955736,0.4274439206854508,7.7573188961911566
Audio_only,2023-08,0,q = 0: Richness,23,18,27,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,20,16,25,3,14.999999999999991
Audio_only,2023-08,1,q = 1: Exponential Shannon,11.598506547884437,9.744804526299218,13.526008037350557,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,10.619145384701902,8.94719195235206,12.273443615964595,0.979361163182535,9.222598690412664
Audio_only,2023-08,2,q = 2: Inverse Simpson,7.779248469319846,6.526031579047061,8.978626744599248,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,7.35486751442681,6.210137482055555,8.393395826660338,0.42438095489303596,5.770069332460426
Audio_only,2023-10,0,q = 0: Richness,39,34,44,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,35,30,40,4,11.428571428571432
Audio_only,2023-10,1,q = 1: Exponential Shannon,12.173968674501864,10.685200698913537,13.63452930795124,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,11.285193646725972,9.656628666269594,12.767977009954244,0.8887750277758926,7.875585086071979
Audio_only,2023-10,2,q = 2: Inverse Simpson,6.464629234133969,5.695987562025977,7.29273312129429,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.2230845439930595,5.393570135790187,7.0189798889442585,0.24154469014090907,3.8814303169649955
Audio_only,2023-11,0,q = 0: Richness,40,35,46,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,36,30,41,4,11.111111111111116
Audio_only,2023-11,1,q = 1: Exponential Shannon,16.670610734644846,14.516972543054818,18.726379628365354,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,14.484418761965905,12.502070753981988,16.862418724895214,2.186191972678941,15.093404910520691
Audio_only,2023-11,2,q = 2: Inverse Simpson,9.546149226351865,8.16372403023674,11.054495028868152,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,8.618874485612,7.4005453427892185,10.10461945493617,0.9272747407398647,10.758652330856178
Audio_only,2023-12,0,q = 0: Richness,29,24,33,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,26,22,31,3,11.538461538461542
Audio_only,2023-12,1,q = 1: Exponential Shannon,10.696950164096592,8.71323556246573,12.717895150996917,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,9.697121696143242,7.882320830542966,11.761324019136186,0.9998284679533498,10.31056945847142
Audio_only,2023-12,2,q = 2: Inverse Simpson,4.921823564960819,4.059043441491799,6.03736875527478,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,4.591992206256946,3.811218546454862,5.718723016357551,0.32983135870387326,7.182750838611018
Audio_only,2024-01,0,q = 0: Richness,28,23,32,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,26,22,30,2,7.692307692307687
Audio_only,2024-01,1,q = 1: Exponential Shannon,10.838544606090764,9.520206499465623,12.389478189496131,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,10.417251165997529,9.13255783802883,11.843549774861081,0.4212934400932351,4.044190097560096
Audio_only,2024-01,2,q = 2: Inverse Simpson,6.619748705067215,5.825448585116414,7.564935172187051,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.465290449586066,5.6899736851790506,7.4126930385093655,0.1544582554811491,2.389038152045253
Audio_only,2024-02,0,q = 0: Richness,53,45.34166666666667,60,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,47,40,54,6,12.765957446808507
Audio_only,2024-02,1,q = 1: Exponential Shannon,9.23887075448593,8.183885720439974,10.418548112055152,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,8.58332950123917,7.654537845934463,9.831797539377344,0.6555412532467599,7.637377233998999
Audio_only,2024-02,2,q = 2: Inverse Simpson,4.236322375733461,3.7927694079967553,4.8407915288824,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,4.087542633437041,3.6927997604232186,4.734422379805179,0.1487797422964201,3.639833406980708
Audio_only,2024-03,0,q = 0: Richness,72,65,79,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,66,58,74,6,9.090909090909083
Audio_only,2024-03,1,q = 1: Exponential Shannon,10.472128623257355,9.6461492677275,11.325905220769297,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,9.97935271460506,9.218538511638544,10.878451053335775,0.4927759086522947,4.937954622358465
Audio_only,2024-03,2,q = 2: Inverse Simpson,6.263432727149076,5.803526099369918,6.827829245704014,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,6.122666221593212,5.679676419189503,6.712458876980535,0.140766505555864,2.299104678602504
Audio_only,2024-04,0,q = 0: Richness,59,52,66,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,56,49,63,3,5.35714285714286
Audio_only,2024-04,1,q = 1: Exponential Shannon,7.7916379451460145,7.117786566493471,8.528225285908958,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,7.600025081616561,6.9434506817279935,8.371633002109517,0.1916128635294534,2.521213568004388
Audio_only,2024-04,2,q = 2: Inverse Simpson,4.673290141008515,4.401081196882228,5.004840207353665,,,Audio-only sensitivity,Probability sensitivity,Monte Carlo,4.631815206277359,4.350144228510964,4.975176481450267,0.0414749347311556,0.8954358687485175
Naive,2021-12,0,q = 0: Richness,39,39,39,355,39,Naive: all candidates,Deterministic,Point estimate,25,20,29,14,56.00000000000001
Naive,2021-12,1,q = 1: Exponential Shannon,11.994974888280455,11.994974888280455,11.994974888280455,355,11.994974888280455,Naive: all candidates,Deterministic,Point estimate,7.059398557668816,6.1112848949521075,8.008467746700806,4.935576330611639,69.9149692469196
Naive,2021-12,2,q = 2: Inverse Simpson,5.903639855717431,5.903639855717431,5.903639855717431,355,5.903639855717431,Naive: all candidates,Deterministic,Point estimate,3.9988338334177023,3.589079604145683,4.452290089087324,1.904806022299729,47.63403786327724
Naive,2022-01,0,q = 0: Richness,69,69,69,1306,69,Naive: all candidates,Deterministic,Point estimate,40,34,47,29,72.50000000000001
Naive,2022-01,1,q = 1: Exponential Shannon,12.707993179994684,12.707993179994684,12.707993179994684,1306,12.707993179994684,Naive: all candidates,Deterministic,Point estimate,7.9851185714953115,7.1268346772231315,8.858579823699339,4.722874608499373,59.14595464316263
Naive,2022-01,2,q = 2: Inverse Simpson,5.669427750890816,5.669427750890816,5.669427750890816,1306,5.669427750890816,Naive: all candidates,Deterministic,Point estimate,4.1992537211900185,3.7890986559532047,4.593153740280675,1.4701740297007975,35.01036439599006
Naive,2022-02,0,q = 0: Richness,65,65,65,973,65,Naive: all candidates,Deterministic,Point estimate,41,35,47,24,58.53658536585367
Naive,2022-02,1,q = 1: Exponential Shannon,17.906760024012613,17.906760024012613,17.906760024012613,973,17.906760024012613,Naive: all candidates,Deterministic,Point estimate,11.083201796856123,9.868634869486943,12.291281807536818,6.823558227156489,61.566669561967814
Naive,2022-02,2,q = 2: Inverse Simpson,9.183608338426021,9.183608338426021,9.183608338426021,973,9.183608338426021,Naive: all candidates,Deterministic,Point estimate,6.488619238578735,5.798002602297476,7.096395184509092,2.6949890998472856,41.53409224298381
Naive,2022-08,0,q = 0: Richness,43,43,43,291,43,Naive: all candidates,Deterministic,Point estimate,26,21,30,17,65.38461538461537
Naive,2022-08,1,q = 1: Exponential Shannon,19.476299716498836,19.476299716498836,19.476299716498836,291,19.476299716498836,Naive: all candidates,Deterministic,Point estimate,11.871536686130174,10.304196939721136,13.279713036761105,7.604763030368662,64.05879231501264
Naive,2022-08,2,q = 2: Inverse Simpson,12.023427516683233,12.023427516683233,12.023427516683233,291,12.023427516683233,Naive: all candidates,Deterministic,Point estimate,8.019888287769383,7.035507579120789,8.822128431693862,4.00353922891385,49.920137104894465
Naive,2022-09,0,q = 0: Richness,105,105,105,4634,105,Naive: all candidates,Deterministic,Point estimate,62,54,71,43,69.35483870967742
Naive,2022-09,1,q = 1: Exponential Shannon,11.977261303388325,11.977261303388325,11.977261303388325,4634,11.977261303388325,Naive: all candidates,Deterministic,Point estimate,7.420327200632588,6.824397582421539,8.002684170585503,4.556934102755736,61.411498166378095
Naive,2022-09,2,q = 2: Inverse Simpson,5.916123881254108,5.916123881254108,5.916123881254108,4634,5.916123881254108,Naive: all candidates,Deterministic,Point estimate,4.385360455360969,4.10561447536096,4.6598989731539815,1.5307634258931389,34.90621675173422
Naive,2022-10,0,q = 0: Richness,102,102,102,4374,102,Naive: all candidates,Deterministic,Point estimate,64,56,72,38,59.375
Naive,2022-10,1,q = 1: Exponential Shannon,10.996926366221622,10.996926366221622,10.996926366221622,4374,10.996926366221622,Naive: all candidates,Deterministic,Point estimate,6.840491985935147,6.233752740727834,7.414779057904594,4.156434380286475,60.76221401666124
Naive,2022-10,2,q = 2: Inverse Simpson,5.236751878941892,5.236751878941892,5.236751878941892,4374,5.236751878941892,Naive: all candidates,Deterministic,Point estimate,3.935468088596486,3.665698591569257,4.185194107399265,1.3012837903454058,33.06554038936409
Naive,2022-11,0,q = 0: Richness,80,80,80,3401,80,Naive: all candidates,Deterministic,Point estimate,50,43,57,30,60.00000000000001
Naive,2022-11,1,q = 1: Exponential Shannon,10.41567459003267,10.41567459003267,10.41567459003267,3401,10.41567459003267,Naive: all candidates,Deterministic,Point estimate,6.589443304234722,5.947933610993967,7.247743575247615,3.826231285797949,58.066077954400356
Naive,2022-11,2,q = 2: Inverse Simpson,4.537326003087176,4.537326003087176,4.537326003087176,3401,4.537326003087176,Naive: all candidates,Deterministic,Point estimate,3.2906193420765995,3.0038611049247246,3.5951673060268883,1.2467066610105766,37.88668731959199
Naive,2022-12,0,q = 0: Richness,66,66,66,1338,66,Naive: all candidates,Deterministic,Point estimate,40,33,46,26,64.99999999999999
Naive,2022-12,1,q = 1: Exponential Shannon,10.4288483269954,10.4288483269954,10.4288483269954,1338,10.4288483269954,Naive: all candidates,Deterministic,Point estimate,6.190843304014422,5.458773333729292,6.97667753532507,4.238005022980978,68.45602149601922
Naive,2022-12,2,q = 2: Inverse Simpson,4.475878552713162,4.475878552713162,4.475878552713162,1338,4.475878552713162,Naive: all candidates,Deterministic,Point estimate,3.076504008460872,2.752127777344277,3.3978380658486596,1.3993745442522902,45.48586773830912
Naive,2023-01,0,q = 0: Richness,66,66,66,1449,66,Naive: all candidates,Deterministic,Point estimate,40,35,47,26,64.99999999999999
Naive,2023-01,1,q = 1: Exponential Shannon,10.515582486768363,10.515582486768363,10.515582486768363,1449,10.515582486768363,Naive: all candidates,Deterministic,Point estimate,6.391358954513024,5.698989665788652,7.089788255871321,4.124223532255339,64.52811618948691
Naive,2023-01,2,q = 2: Inverse Simpson,4.737206547612333,4.737206547612333,4.737206547612333,1449,4.737206547612333,Naive: all candidates,Deterministic,Point estimate,3.378237352675357,3.0761041702784224,3.67752918704849,1.358969194936976,40.227167397245054
Naive,2023-02,0,q = 0: Richness,92,92,92,3990,92,Naive: all candidates,Deterministic,Point estimate,60,53,67,32,53.33333333333334
Naive,2023-02,1,q = 1: Exponential Shannon,10.150490984612787,10.150490984612787,10.150490984612787,3990,10.150490984612787,Naive: all candidates,Deterministic,Point estimate,6.133644619722686,5.556564041137566,6.708239055138694,4.016846364890101,65.48873653315295
Naive,2023-02,2,q = 2: Inverse Simpson,4.354991987631025,4.354991987631025,4.354991987631025,3990,4.354991987631025,Naive: all candidates,Deterministic,Point estimate,3.2060250172482414,2.986637739638037,3.4468604429140886,1.1489669703827836,35.837741882904936
Naive,2023-03,0,q = 0: Richness,111,111,111,6760,111,Naive: all candidates,Deterministic,Point estimate,69,61,77,42,60.86956521739131
Naive,2023-03,1,q = 1: Exponential Shannon,12.402828521623467,12.402828521623467,12.402828521623467,6760,12.402828521623467,Naive: all candidates,Deterministic,Point estimate,7.783458113816978,7.141753483026523,8.4031548883706,4.61937040780649,59.34856127260855
Naive,2023-03,2,q = 2: Inverse Simpson,5.9772647960115295,5.9772647960115295,5.9772647960115295,6760,5.9772647960115295,Naive: all candidates,Deterministic,Point estimate,4.440713222313189,4.169815626952865,4.691355722404761,1.5365515736983406,34.601459197537274
Naive,2023-04,0,q = 0: Richness,130,130,130,6639,130,Naive: all candidates,Deterministic,Point estimate,82,74,92,48,58.53658536585367
Naive,2023-04,1,q = 1: Exponential Shannon,18.278569629930175,18.278569629930175,18.278569629930175,6639,18.278569629930175,Naive: all candidates,Deterministic,Point estimate,11.893700018688644,10.896013423415283,12.825653040748108,6.38486961124153,53.68278669555264
Naive,2023-04,2,q = 2: Inverse Simpson,9.483487822232588,9.483487822232588,9.483487822232588,6639,9.483487822232588,Naive: all candidates,Deterministic,Point estimate,6.9242353692752605,6.358121845965052,7.455292373796893,2.5592524529573275,36.96079518488693
Naive,2023-05,0,q = 0: Richness,131,131,131,8285,131,Naive: all candidates,Deterministic,Point estimate,80,70,89,51,63.74999999999999
Naive,2023-05,1,q = 1: Exponential Shannon,14.933083737296402,14.933083737296402,14.933083737296402,8285,14.933083737296402,Naive: all candidates,Deterministic,Point estimate,10.109917411936156,9.346019697381646,10.88651280112465,4.823166325360246,47.70727720946395
Naive,2023-05,2,q = 2: Inverse Simpson,7.462882228056784,7.462882228056784,7.462882228056784,8285,7.462882228056784,Naive: all candidates,Deterministic,Point estimate,5.9096174227906495,5.575000624972628,6.2165527517711645,1.5532648052661342,26.283677844794372
Naive,2023-06,0,q = 0: Richness,122,122,122,7598,122,Naive: all candidates,Deterministic,Point estimate,79,70,88,43,54.43037974683544
Naive,2023-06,1,q = 1: Exponential Shannon,11.489240733415311,11.489240733415311,11.489240733415311,7598,11.489240733415311,Naive: all candidates,Deterministic,Point estimate,7.249416257343754,6.541442909004715,8.132310727466265,4.239824476071557,58.48504659635951
Naive,2023-06,2,q = 2: Inverse Simpson,5.0943600555662325,5.0943600555662325,5.0943600555662325,7598,5.0943600555662325,Naive: all candidates,Deterministic,Point estimate,3.776591238540175,3.5025735687939346,4.188110750478752,1.3177688170260575,34.893075098469886
Naive,2023-07,0,q = 0: Richness,94,94,94,2092,94,Naive: all candidates,Deterministic,Point estimate,61,54,70,33,54.0983606557377
Naive,2023-07,1,q = 1: Exponential Shannon,19.829141584129882,19.829141584129882,19.829141584129882,2092,19.829141584129882,Naive: all candidates,Deterministic,Point estimate,11.095320592102578,9.737985992804411,12.939832126197096,8.733820992027304,78.71625627693768
Naive,2023-07,2,q = 2: Inverse Simpson,8.170105363770098,8.170105363770098,8.170105363770098,2092,8.170105363770098,Naive: all candidates,Deterministic,Point estimate,5.510201738584267,4.805326765966733,6.800983932955736,2.659903625185831,48.272345576030375
Naive,2023-08,0,q = 0: Richness,33,33,33,230,33,Naive: all candidates,Deterministic,Point estimate,20,16,25,13,64.99999999999999
Naive,2023-08,1,q = 1: Exponential Shannon,17.643997837260855,17.643997837260855,17.643997837260855,230,17.643997837260855,Naive: all candidates,Deterministic,Point estimate,10.619145384701902,8.94719195235206,12.273443615964595,7.024852452558953,66.15271001637343
Naive,2023-08,2,q = 2: Inverse Simpson,11.520034843205577,11.520034843205577,11.520034843205577,230,11.520034843205577,Naive: all candidates,Deterministic,Point estimate,7.35486751442681,6.210137482055555,8.393395826660338,4.165167328778767,56.631439255821505
Naive,2023-10,0,q = 0: Richness,56,56,56,641,56,Naive: all candidates,Deterministic,Point estimate,35,30,40,21,60.00000000000001
Naive,2023-10,1,q = 1: Exponential Shannon,18.652365011194217,18.652365011194217,18.652365011194217,641,18.652365011194217,Naive: all candidates,Deterministic,Point estimate,11.285193646725972,9.656628666269594,12.767977009954244,7.367171364468245,65.28174522380117
Naive,2023-10,2,q = 2: Inverse Simpson,10.11150486034207,10.11150486034207,10.11150486034207,641,10.11150486034207,Naive: all candidates,Deterministic,Point estimate,6.2230845439930595,5.393570135790187,7.0189798889442585,3.88842031634901,62.48380989942319
Naive,2023-11,0,q = 0: Richness,57,57,57,475,57,Naive: all candidates,Deterministic,Point estimate,36,30,41,21,58.33333333333333
Naive,2023-11,1,q = 1: Exponential Shannon,25.30351620002977,25.30351620002977,25.30351620002977,475,25.30351620002977,Naive: all candidates,Deterministic,Point estimate,14.484418761965905,12.502070753981988,16.862418724895214,10.819097438063864,74.6947296668426
Naive,2023-11,2,q = 2: Inverse Simpson,15.125360327143529,15.125360327143529,15.125360327143529,475,15.125360327143529,Naive: all candidates,Deterministic,Point estimate,8.618874485612,7.4005453427892185,10.10461945493617,6.5064858415315285,75.49113114935358
Naive,2023-12,0,q = 0: Richness,42,42,42,270,42,Naive: all candidates,Deterministic,Point estimate,26,22,31,16,61.53846153846154
Naive,2023-12,1,q = 1: Exponential Shannon,17.94518276097346,17.94518276097346,17.94518276097346,270,17.94518276097346,Naive: all candidates,Deterministic,Point estimate,9.697121696143242,7.882320830542966,11.761324019136186,8.248061064830218,85.05679647302613
Naive,2023-12,2,q = 2: Inverse Simpson,8.470834301650012,8.470834301650012,8.470834301650012,270,8.470834301650012,Naive: all candidates,Deterministic,Point estimate,4.591992206256946,3.811218546454862,5.718723016357551,3.8788420953930656,84.46970119217193
Naive,2024-01,0,q = 0: Richness,42,42,42,378,42,Naive: all candidates,Deterministic,Point estimate,26,22,30,16,61.53846153846154
Naive,2024-01,1,q = 1: Exponential Shannon,15.338531758234701,15.338531758234701,15.338531758234701,378,15.338531758234701,Naive: all candidates,Deterministic,Point estimate,10.417251165997529,9.13255783802883,11.843549774861081,4.9212805922371725,47.241642865447055
Naive,2024-01,2,q = 2: Inverse Simpson,8.597111913357402,8.597111913357402,8.597111913357402,378,8.597111913357402,Naive: all candidates,Deterministic,Point estimate,6.465290449586066,5.6899736851790506,7.4126930385093655,2.1318214637713364,32.97332858275259
Naive,2024-02,0,q = 0: Richness,82,82,82,1706,82,Naive: all candidates,Deterministic,Point estimate,47,40,54,35,74.46808510638299
Naive,2024-02,1,q = 1: Exponential Shannon,13.876706841238326,13.876706841238326,13.876706841238326,1706,13.876706841238326,Naive: all candidates,Deterministic,Point estimate,8.58332950123917,7.654537845934463,9.831797539377344,5.2933773399991555,61.67044314487698
Naive,2024-02,2,q = 2: Inverse Simpson,5.455833117757108,5.455833117757108,5.455833117757108,1706,5.455833117757108,Naive: all candidates,Deterministic,Point estimate,4.087542633437041,3.6927997604232186,4.734422379805179,1.3682904843200676,33.47464741106641
