method,year_month,q,q_label,estimate,lower_95,upper_95,accepted_event_species,diversity,method_label,method_class,result_type,reference_estimate,reference_lower_95,reference_upper_95,absolute_difference,percentage_difference
Naive,2024-03,0,q = 0: Richness,107,107,107,4747,107,Naive: all candidates,Deterministic,Point estimate,66,58,74,41,62.12121212121211
Naive,2024-03,1,q = 1: Exponential Shannon,14.217588830315306,14.217588830315306,14.217588830315306,4747,14.217588830315306,Naive: all candidates,Deterministic,Point estimate,9.97935271460506,9.218538511638544,10.878451053335775,4.2382361157102455,42.47005028199342
Naive,2024-03,2,q = 2: Inverse Simpson,7.455097562355445,7.455097562355445,7.455097562355445,4747,7.455097562355445,Naive: all candidates,Deterministic,Point estimate,6.122666221593212,5.679676419189503,6.712458876980535,1.3324313407622332,21.762273044757197
Naive,2024-04,0,q = 0: Richness,85,85,85,3323,85,Naive: all candidates,Deterministic,Point estimate,56,49,63,29,51.78571428571428
Naive,2024-04,1,q = 1: Exponential Shannon,10.705265579999624,10.705265579999624,10.705265579999624,3323,10.705265579999624,Naive: all candidates,Deterministic,Point estimate,7.600025081616561,6.9434506817279935,8.371633002109517,3.105240498383063,40.85829276924655
Naive,2024-04,2,q = 2: Inverse Simpson,5.5805499219949075,5.5805499219949075,5.5805499219949075,3323,5.5805499219949075,Naive: all candidates,Deterministic,Point estimate,4.631815206277359,4.350144228510964,4.975176481450267,0.9487347157175483,20.483000151468843
Hard_top1,2021-12,0,q = 0: Richness,38,38,38,347,38,Hard top-1,Deterministic,Point estimate,25,20,29,13,52
Hard_top1,2021-12,1,q = 1: Exponential Shannon,11.411644182917064,11.411644182917064,11.411644182917064,347,11.411644182917064,Hard top-1,Deterministic,Point estimate,7.059398557668816,6.1112848949521075,8.008467746700806,4.352245625248248,61.65179072543347
Hard_top1,2021-12,2,q = 2: Inverse Simpson,5.662308958382318,5.662308958382318,5.662308958382318,347,5.662308958382318,Hard top-1,Deterministic,Point estimate,3.9988338334177023,3.589079604145683,4.452290089087324,1.6634751249646156,41.5990059667692
Hard_top1,2022-01,0,q = 0: Richness,64,64,64,1268,64,Hard top-1,Deterministic,Point estimate,40,34,47,24,60.00000000000001
Hard_top1,2022-01,1,q = 1: Exponential Shannon,11.855715067346823,11.855715067346823,11.855715067346823,1268,11.855715067346823,Hard top-1,Deterministic,Point estimate,7.9851185714953115,7.1268346772231315,8.858579823699339,3.8705964958515118,48.472623934082606
Hard_top1,2022-01,2,q = 2: Inverse Simpson,5.378381090646346,5.378381090646346,5.378381090646346,1268,5.378381090646346,Hard top-1,Deterministic,Point estimate,4.1992537211900185,3.7890986559532047,4.593153740280675,1.1791273694563271,28.079450486792123
Hard_top1,2022-02,0,q = 0: Richness,65,65,65,956,65,Hard top-1,Deterministic,Point estimate,41,35,47,24,58.53658536585367
Hard_top1,2022-02,1,q = 1: Exponential Shannon,17.30898465660856,17.30898465660856,17.30898465660856,956,17.30898465660856,Hard top-1,Deterministic,Point estimate,11.083201796856123,9.868634869486943,12.291281807536818,6.225782859752435,56.17314359031567
Hard_top1,2022-02,2,q = 2: Inverse Simpson,8.924284737818573,8.924284737818573,8.924284737818573,956,8.924284737818573,Hard top-1,Deterministic,Point estimate,6.488619238578735,5.798002602297476,7.096395184509092,2.435665499239837,37.537500810008154
Hard_top1,2022-08,0,q = 0: Richness,43,43,43,286,43,Hard top-1,Deterministic,Point estimate,26,21,30,17,65.38461538461537
Hard_top1,2022-08,1,q = 1: Exponential Shannon,19.399850805820364,19.399850805820364,19.399850805820364,286,19.399850805820364,Hard top-1,Deterministic,Point estimate,11.871536686130174,10.304196939721136,13.279713036761105,7.52831411969019,63.414824202882826
Hard_top1,2022-08,2,q = 2: Inverse Simpson,11.972482435597188,11.972482435597188,11.972482435597188,286,11.972482435597188,Hard top-1,Deterministic,Point estimate,8.019888287769383,7.035507579120789,8.822128431693862,3.9525941478278046,49.28490280663451
Hard_top1,2022-09,0,q = 0: Richness,104,104,104,4550,104,Hard top-1,Deterministic,Point estimate,62,54,71,42,67.74193548387098
Hard_top1,2022-09,1,q = 1: Exponential Shannon,11.59203949875713,11.59203949875713,11.59203949875713,4550,11.59203949875713,Hard top-1,Deterministic,Point estimate,7.420327200632588,6.824397582421539,8.002684170585503,4.171712298124541,56.220058567887676
Hard_top1,2022-09,2,q = 2: Inverse Simpson,5.770905437710738,5.770905437710738,5.770905437710738,4550,5.770905437710738,Hard top-1,Deterministic,Point estimate,4.385360455360969,4.10561447536096,4.6598989731539815,1.385544982349769,31.594779869371582
Hard_top1,2022-10,0,q = 0: Richness,101,101,101,4302,101,Hard top-1,Deterministic,Point estimate,64,56,72,37,57.8125
Hard_top1,2022-10,1,q = 1: Exponential Shannon,10.66039180783613,10.66039180783613,10.66039180783613,4302,10.66039180783613,Hard top-1,Deterministic,Point estimate,6.840491985935147,6.233752740727834,7.414779057904594,3.8198998219009823,55.84247199989627
Hard_top1,2022-10,2,q = 2: Inverse Simpson,5.120473534136392,5.120473534136392,5.120473534136392,4302,5.120473534136392,Hard top-1,Deterministic,Point estimate,3.935468088596486,3.665698591569257,4.185194107399265,1.1850054455399057,30.110914861020177
Hard_top1,2022-11,0,q = 0: Richness,78,78,78,3324,78,Hard top-1,Deterministic,Point estimate,50,43,57,28,56.00000000000001
Hard_top1,2022-11,1,q = 1: Exponential Shannon,10.057110670668731,10.057110670668731,10.057110670668731,3324,10.057110670668731,Hard top-1,Deterministic,Point estimate,6.589443304234722,5.947933610993967,7.247743575247615,3.467667366434009,52.62458763709985
Hard_top1,2022-11,2,q = 2: Inverse Simpson,4.406891501449424,4.406891501449424,4.406891501449424,3324,4.406891501449424,Hard top-1,Deterministic,Point estimate,3.2906193420765995,3.0038611049247246,3.5951673060268883,1.1162721593728246,33.92285899189977
Hard_top1,2022-12,0,q = 0: Richness,65,65,65,1301,65,Hard top-1,Deterministic,Point estimate,40,33,46,25,62.5
Hard_top1,2022-12,1,q = 1: Exponential Shannon,9.952630245482407,9.952630245482407,9.952630245482407,1301,9.952630245482407,Hard top-1,Deterministic,Point estimate,6.190843304014422,5.458773333729292,6.97667753532507,3.761786941467985,60.763724047557034
Hard_top1,2022-12,2,q = 2: Inverse Simpson,4.311447515557219,4.311447515557219,4.311447515557219,1301,4.311447515557219,Hard top-1,Deterministic,Point estimate,3.076504008460872,2.752127777344277,3.3978380658486596,1.2349435070963475,40.14113109230666
Hard_top1,2023-01,0,q = 0: Richness,66,66,66,1414,66,Hard top-1,Deterministic,Point estimate,40,35,47,26,64.99999999999999
Hard_top1,2023-01,1,q = 1: Exponential Shannon,10.038098996191483,10.038098996191483,10.038098996191483,1414,10.038098996191483,Hard top-1,Deterministic,Point estimate,6.391358954513024,5.698989665788652,7.089788255871321,3.646740041678459,57.05734989432016
Hard_top1,2023-01,2,q = 2: Inverse Simpson,4.569630205238378,4.569630205238378,4.569630205238378,1414,4.569630205238378,Hard top-1,Deterministic,Point estimate,3.378237352675357,3.0761041702784224,3.67752918704849,1.1913928525630215,35.26670059519385
Hard_top1,2023-02,0,q = 0: Richness,91,91,91,3897,91,Hard top-1,Deterministic,Point estimate,60,53,67,31,51.66666666666666
Hard_top1,2023-02,1,q = 1: Exponential Shannon,9.702633240386524,9.702633240386524,9.702633240386524,3897,9.702633240386524,Hard top-1,Deterministic,Point estimate,6.133644619722686,5.556564041137566,6.708239055138694,3.5689886206638377,58.187078677297066
Hard_top1,2023-02,2,q = 2: Inverse Simpson,4.211236946479282,4.211236946479282,4.211236946479282,3897,4.211236946479282,Hard top-1,Deterministic,Point estimate,3.2060250172482414,2.986637739638037,3.4468604429140886,1.0052119292310406,31.353839219065804
Hard_top1,2023-03,0,q = 0: Richness,107,107,107,6628,107,Hard top-1,Deterministic,Point estimate,69,61,77,38,55.072463768115945
Hard_top1,2023-03,1,q = 1: Exponential Shannon,11.966005936272772,11.966005936272772,11.966005936272772,6628,11.966005936272772,Hard top-1,Deterministic,Point estimate,7.783458113816978,7.141753483026523,8.4031548883706,4.182547822455795,53.73636963538164
Hard_top1,2023-03,2,q = 2: Inverse Simpson,5.824467748004412,5.824467748004412,5.824467748004412,6628,5.824467748004412,Hard top-1,Deterministic,Point estimate,4.440713222313189,4.169815626952865,4.691355722404761,1.3837545256912227,31.16063696115954
Hard_top1,2023-04,0,q = 0: Richness,129,129,129,6514,129,Hard top-1,Deterministic,Point estimate,82,74,92,47,57.31707317073172
Hard_top1,2023-04,1,q = 1: Exponential Shannon,17.87079074061237,17.87079074061237,17.87079074061237,6514,17.87079074061237,Hard top-1,Deterministic,Point estimate,11.893700018688644,10.896013423415283,12.825653040748108,5.977090721923727,50.25425824202634
Hard_top1,2023-04,2,q = 2: Inverse Simpson,9.29739112448569,9.29739112448569,9.29739112448569,6514,9.29739112448569,Hard top-1,Deterministic,Point estimate,6.9242353692752605,6.358121845965052,7.455292373796893,2.37315575521043,34.273181494389625
Hard_top1,2023-05,0,q = 0: Richness,129,129,129,8128,129,Hard top-1,Deterministic,Point estimate,80,70,89,49,61.25000000000001
Hard_top1,2023-05,1,q = 1: Exponential Shannon,14.439874031400036,14.439874031400036,14.439874031400036,8128,14.439874031400036,Hard top-1,Deterministic,Point estimate,10.109917411936156,9.346019697381646,10.88651280112465,4.32995661946388,42.82880307559949
Hard_top1,2023-05,2,q = 2: Inverse Simpson,7.25752074671703,7.25752074671703,7.25752074671703,8128,7.25752074671703,Hard top-1,Deterministic,Point estimate,5.9096174227906495,5.575000624972628,6.2165527517711645,1.3479033239263805,22.808639333032676
Hard_top1,2023-06,0,q = 0: Richness,120,120,120,7428,120,Hard top-1,Deterministic,Point estimate,79,70,88,41,51.898734177215204
Hard_top1,2023-06,1,q = 1: Exponential Shannon,11.248125323840688,11.248125323840688,11.248125323840688,7428,11.248125323840688,Hard top-1,Deterministic,Point estimate,7.249416257343754,6.541442909004715,8.132310727466265,3.998709066496933,55.15904901234203
Hard_top1,2023-06,2,q = 2: Inverse Simpson,4.981494633004786,4.981494633004786,4.981494633004786,7428,4.981494633004786,Hard top-1,Deterministic,Point estimate,3.776591238540175,3.5025735687939346,4.188110750478752,1.204903394464611,31.9045223154826
Hard_top1,2023-07,0,q = 0: Richness,93,93,93,2051,93,Hard top-1,Deterministic,Point estimate,61,54,70,32,52.45901639344262
Hard_top1,2023-07,1,q = 1: Exponential Shannon,19.118267145515723,19.118267145515723,19.118267145515723,2051,19.118267145515723,Hard top-1,Deterministic,Point estimate,11.095320592102578,9.737985992804411,12.939832126197096,8.022946553413146,72.30928107767987
Hard_top1,2023-07,2,q = 2: Inverse Simpson,7.891199174600198,7.891199174600198,7.891199174600198,2051,7.891199174600198,Hard top-1,Deterministic,Point estimate,5.510201738584267,4.805326765966733,6.800983932955736,2.3809974360159307,43.21071258323255
Hard_top1,2023-08,0,q = 0: Richness,33,33,33,217,33,Hard top-1,Deterministic,Point estimate,20,16,25,13,64.99999999999999
Hard_top1,2023-08,1,q = 1: Exponential Shannon,17.21848047403554,17.21848047403554,17.21848047403554,217,17.21848047403554,Hard top-1,Deterministic,Point estimate,10.619145384701902,8.94719195235206,12.273443615964595,6.599335089333639,62.14563272521665
Hard_top1,2023-08,2,q = 2: Inverse Simpson,10.867528271405492,10.867528271405492,10.867528271405492,217,10.867528271405492,Hard top-1,Deterministic,Point estimate,7.35486751442681,6.210137482055555,8.393395826660338,3.512660756978682,47.759674121776975
Hard_top1,2023-10,0,q = 0: Richness,55,55,55,623,55,Hard top-1,Deterministic,Point estimate,35,30,40,20,57.14285714285714
Hard_top1,2023-10,1,q = 1: Exponential Shannon,17.98582963086394,17.98582963086394,17.98582963086394,623,17.98582963086394,Hard top-1,Deterministic,Point estimate,11.285193646725972,9.656628666269594,12.767977009954244,6.700635984137968,59.37546305270478
Hard_top1,2023-10,2,q = 2: Inverse Simpson,9.67637306474533,9.67637306474533,9.67637306474533,623,9.67637306474533,Hard top-1,Deterministic,Point estimate,6.2230845439930595,5.393570135790187,7.0189798889442585,3.453288520752271,55.49158936118934
Hard_top1,2023-11,0,q = 0: Richness,56,56,56,457,56,Hard top-1,Deterministic,Point estimate,36,30,41,20,55.55555555555556
Hard_top1,2023-11,1,q = 1: Exponential Shannon,24.04480752672912,24.04480752672912,24.04480752672912,457,24.04480752672912,Hard top-1,Deterministic,Point estimate,14.484418761965905,12.502070753981988,16.862418724895214,9.560388764763214,66.00464210457298
Hard_top1,2023-11,2,q = 2: Inverse Simpson,14.25687760256673,14.25687760256673,14.25687760256673,457,14.25687760256673,Hard top-1,Deterministic,Point estimate,8.618874485612,7.4005453427892185,10.10461945493617,5.63800311695473,65.41460983527006
Hard_top1,2023-12,0,q = 0: Richness,41,41,41,255,41,Hard top-1,Deterministic,Point estimate,26,22,31,15,57.692307692307686
Hard_top1,2023-12,1,q = 1: Exponential Shannon,16.877370627109237,16.877370627109237,16.877370627109237,255,16.877370627109237,Hard top-1,Deterministic,Point estimate,9.697121696143242,7.882320830542966,11.761324019136186,7.180248930965995,74.04515644907022
Hard_top1,2023-12,2,q = 2: Inverse Simpson,7.73830774723313,7.73830774723313,7.73830774723313,255,7.73830774723313,Hard top-1,Deterministic,Point estimate,4.591992206256946,3.811218546454862,5.718723016357551,3.1463155409761843,68.51744078940476
Hard_top1,2024-01,0,q = 0: Richness,42,42,42,373,42,Hard top-1,Deterministic,Point estimate,26,22,30,16,61.53846153846154
Hard_top1,2024-01,1,q = 1: Exponential Shannon,15.295528365076258,15.295528365076258,15.295528365076258,373,15.295528365076258,Hard top-1,Deterministic,Point estimate,10.417251165997529,9.13255783802883,11.843549774861081,4.878277199078729,46.82883345466116
Hard_top1,2024-01,2,q = 2: Inverse Simpson,8.590861376968201,8.590861376968201,8.590861376968201,373,8.590861376968201,Hard top-1,Deterministic,Point estimate,6.465290449586066,5.6899736851790506,7.4126930385093655,2.1255709273821353,32.876650228733695
Hard_top1,2024-02,0,q = 0: Richness,81,81,81,1674,81,Hard top-1,Deterministic,Point estimate,47,40,54,34,72.34042553191489
Hard_top1,2024-02,1,q = 1: Exponential Shannon,13.367106261208312,13.367106261208312,13.367106261208312,1674,13.367106261208312,Hard top-1,Deterministic,Point estimate,8.58332950123917,7.654537845934463,9.831797539377344,4.783776759969141,55.73334635794316
Hard_top1,2024-02,2,q = 2: Inverse Simpson,5.295206061865801,5.295206061865801,5.295206061865801,1674,5.295206061865801,Hard top-1,Deterministic,Point estimate,4.087542633437041,3.6927997604232186,4.734422379805179,1.2076634284287602,29.544974492737897
Hard_top1,2024-03,0,q = 0: Richness,106,106,106,4701,106,Hard top-1,Deterministic,Point estimate,66,58,74,40,60.606060606060595
Hard_top1,2024-03,1,q = 1: Exponential Shannon,13.903603179828718,13.903603179828718,13.903603179828718,4701,13.903603179828718,Hard top-1,Deterministic,Point estimate,9.97935271460506,9.218538511638544,10.878451053335775,3.9242504652236576,39.32369741256272
Hard_top1,2024-03,2,q = 2: Inverse Simpson,7.345998599236328,7.345998599236328,7.345998599236328,4701,7.345998599236328,Hard top-1,Deterministic,Point estimate,6.122666221593212,5.679676419189503,6.712458876980535,1.223332377643116,19.98038654024139
Hard_top1,2024-04,0,q = 0: Richness,82,82,82,3291,82,Hard top-1,Deterministic,Point estimate,56,49,63,26,46.428571428571416
Hard_top1,2024-04,1,q = 1: Exponential Shannon,10.410897774408863,10.410897774408863,10.410897774408863,3291,10.410897774408863,Hard top-1,Deterministic,Point estimate,7.600025081616561,6.9434506817279935,8.371633002109517,2.8108726927923016,36.98504495190975
Hard_top1,2024-04,2,q = 2: Inverse Simpson,5.498000183762782,5.498000183762782,5.498000183762782,3291,5.498000183762782,Hard top-1,Deterministic,Point estimate,4.631815206277359,4.350144228510964,4.975176481450267,0.8661849774854229,18.700767170320365
Threshold_0.50,2021-12,0,q = 0: Richness,33,33,33,290,33,Threshold >= 0.50,Deterministic,Point estimate,25,20,29,8,32.00000000000001
Threshold_0.50,2021-12,1,q = 1: Exponential Shannon,10.690183955603514,10.690183955603514,10.690183955603514,290,10.690183955603514,Threshold >= 0.50,Deterministic,Point estimate,7.059398557668816,6.1112848949521075,8.008467746700806,3.630785397934698,51.43193670501118
Threshold_0.50,2021-12,2,q = 2: Inverse Simpson,5.255593050868641,5.255593050868641,5.255593050868641,290,5.255593050868641,Threshold >= 0.50,Deterministic,Point estimate,3.9988338334177023,3.589079604145683,4.452290089087324,1.2567592174509388,31.428143048815272
Threshold_0.50,2022-01,0,q = 0: Richness,58,58,58,1101,58,Threshold >= 0.50,Deterministic,Point estimate,40,34,47,18,44.99999999999999
Threshold_0.50,2022-01,1,q = 1: Exponential Shannon,11.381917299466892,11.381917299466892,11.381917299466892,1101,11.381917299466892,Threshold >= 0.50,Deterministic,Point estimate,7.9851185714953115,7.1268346772231315,8.858579823699339,3.3967987279715803,42.53911444843439
Threshold_0.50,2022-01,2,q = 2: Inverse Simpson,5.143921037779485,5.143921037779485,5.143921037779485,1101,5.143921037779485,Threshold >= 0.50,Deterministic,Point estimate,4.1992537211900185,3.7890986559532047,4.593153740280675,0.9446673165894666,22.496076191408587
Threshold_0.50,2022-02,0,q = 0: Richness,62,62,62,799,62,Threshold >= 0.50,Deterministic,Point estimate,41,35,47,21,51.21951219512195
Threshold_0.50,2022-02,1,q = 1: Exponential Shannon,15.797287974511068,15.797287974511068,15.797287974511068,799,15.797287974511068,Threshold >= 0.50,Deterministic,Point estimate,11.083201796856123,9.868634869486943,12.291281807536818,4.714086177654945,42.53361315673372
Threshold_0.50,2022-02,2,q = 2: Inverse Simpson,8.02929228137695,8.02929228137695,8.02929228137695,799,8.02929228137695,Threshold >= 0.50,Deterministic,Point estimate,6.488619238578735,5.798002602297476,7.096395184509092,1.5406730427982147,23.744235655530368
Threshold_0.50,2022-08,0,q = 0: Richness,37,37,37,252,37,Threshold >= 0.50,Deterministic,Point estimate,26,21,30,11,42.307692307692314
Threshold_0.50,2022-08,1,q = 1: Exponential Shannon,16.365305926868906,16.365305926868906,16.365305926868906,252,16.365305926868906,Threshold >= 0.50,Deterministic,Point estimate,11.871536686130174,10.304196939721136,13.279713036761105,4.493769240738732,37.85330711220327
Threshold_0.50,2022-08,2,q = 2: Inverse Simpson,10.28904731043422,10.28904731043422,10.28904731043422,252,10.28904731043422,Threshold >= 0.50,Deterministic,Point estimate,8.019888287769383,7.035507579120789,8.822128431693862,2.2691590226648373,28.29414751481496
Threshold_0.50,2022-09,0,q = 0: Richness,90,90,90,4043,90,Threshold >= 0.50,Deterministic,Point estimate,62,54,71,28,45.16129032258065
Threshold_0.50,2022-09,1,q = 1: Exponential Shannon,10.521751619529804,10.521751619529804,10.521751619529804,4043,10.521751619529804,Threshold >= 0.50,Deterministic,Point estimate,7.420327200632588,6.824397582421539,8.002684170585503,3.1014244188972153,41.79632966364093
Threshold_0.50,2022-09,2,q = 2: Inverse Simpson,5.451652904000862,5.451652904000862,5.451652904000862,4043,5.451652904000862,Threshold >= 0.50,Deterministic,Point estimate,4.385360455360969,4.10561447536096,4.6598989731539815,1.066292448639893,24.314818804378625
Threshold_0.50,2022-10,0,q = 0: Richness,88,88,88,3787,88,Threshold >= 0.50,Deterministic,Point estimate,64,56,72,24,37.5
Threshold_0.50,2022-10,1,q = 1: Exponential Shannon,9.817330546374283,9.817330546374283,9.817330546374283,3787,9.817330546374283,Threshold >= 0.50,Deterministic,Point estimate,6.840491985935147,6.233752740727834,7.414779057904594,2.976838560439136,43.51790143983598
Threshold_0.50,2022-10,2,q = 2: Inverse Simpson,4.901686477182504,4.901686477182504,4.901686477182504,3787,4.901686477182504,Threshold >= 0.50,Deterministic,Point estimate,3.935468088596486,3.665698591569257,4.185194107399265,0.966218388586018,24.551549315969744
Threshold_0.50,2022-11,0,q = 0: Richness,70,70,70,2961,70,Threshold >= 0.50,Deterministic,Point estimate,50,43,57,20,39.99999999999999
Threshold_0.50,2022-11,1,q = 1: Exponential Shannon,9.287254597930694,9.287254597930694,9.287254597930694,2961,9.287254597930694,Threshold >= 0.50,Deterministic,Point estimate,6.589443304234722,5.947933610993967,7.247743575247615,2.697811293695972,40.9414144585206
Threshold_0.50,2022-11,2,q = 2: Inverse Simpson,4.180610026669057,4.180610026669057,4.180610026669057,2961,4.180610026669057,Threshold >= 0.50,Deterministic,Point estimate,3.2906193420765995,3.0038611049247246,3.5951673060268883,0.8899906845924574,27.04629712748283
Threshold_0.50,2022-12,0,q = 0: Richness,63,63,63,1157,63,Threshold >= 0.50,Deterministic,Point estimate,40,33,46,23,57.49999999999999
Threshold_0.50,2022-12,1,q = 1: Exponential Shannon,9.659052273880711,9.659052273880711,9.659052273880711,1157,9.659052273880711,Threshold >= 0.50,Deterministic,Point estimate,6.190843304014422,5.458773333729292,6.97667753532507,3.4682089698662892,56.02159188260099
Threshold_0.50,2022-12,2,q = 2: Inverse Simpson,4.177859962860665,4.177859962860665,4.177859962860665,1157,4.177859962860665,Threshold >= 0.50,Deterministic,Point estimate,3.076504008460872,2.752127777344277,3.3978380658486596,1.1013559543997928,35.798944235758846
Threshold_0.50,2023-01,0,q = 0: Richness,59,59,59,1267,59,Threshold >= 0.50,Deterministic,Point estimate,40,35,47,19,47.50000000000001
Threshold_0.50,2023-01,1,q = 1: Exponential Shannon,9.359135392123667,9.359135392123667,9.359135392123667,1267,9.359135392123667,Threshold >= 0.50,Deterministic,Point estimate,6.391358954513024,5.698989665788652,7.089788255871321,2.9677764376106435,46.43420059383547
Threshold_0.50,2023-01,2,q = 2: Inverse Simpson,4.37457318120008,4.37457318120008,4.37457318120008,1267,4.37457318120008,Threshold >= 0.50,Deterministic,Point estimate,3.378237352675357,3.0761041702784224,3.67752918704849,0.9963358285247228,29.492771659033544
Threshold_0.50,2023-02,0,q = 0: Richness,84,84,84,3486,84,Threshold >= 0.50,Deterministic,Point estimate,60,53,67,24,39.99999999999999
Threshold_0.50,2023-02,1,q = 1: Exponential Shannon,8.936318964505503,8.936318964505503,8.936318964505503,3486,8.936318964505503,Threshold >= 0.50,Deterministic,Point estimate,6.133644619722686,5.556564041137566,6.708239055138694,2.802674344782817,45.69345827064777
Threshold_0.50,2023-02,2,q = 2: Inverse Simpson,4.0427865767811,4.0427865767811,4.0427865767811,3486,4.0427865767811,Threshold >= 0.50,Deterministic,Point estimate,3.2060250172482414,2.986637739638037,3.4468604429140886,0.8367615595328584,26.099657832709553
Threshold_0.50,2023-03,0,q = 0: Richness,97,97,97,5974,97,Threshold >= 0.50,Deterministic,Point estimate,69,61,77,28,40.57971014492754
Threshold_0.50,2023-03,1,q = 1: Exponential Shannon,11.015351168424699,11.015351168424699,11.015351168424699,5974,11.015351168424699,Threshold >= 0.50,Deterministic,Point estimate,7.783458113816978,7.141753483026523,8.4031548883706,3.2318930546077214,41.52258555706179
Threshold_0.50,2023-03,2,q = 2: Inverse Simpson,5.513789620342421,5.513789620342421,5.513789620342421,5974,5.513789620342421,Threshold >= 0.50,Deterministic,Point estimate,4.440713222313189,4.169815626952865,4.691355722404761,1.0730763980292322,24.164505661778833
Threshold_0.50,2023-04,0,q = 0: Richness,116,116,116,5568,116,Threshold >= 0.50,Deterministic,Point estimate,82,74,92,34,41.46341463414633
Threshold_0.50,2023-04,1,q = 1: Exponential Shannon,16.716422062518976,16.716422062518976,16.716422062518976,5568,16.716422062518976,Threshold >= 0.50,Deterministic,Point estimate,11.893700018688644,10.896013423415283,12.825653040748108,4.822722043830332,40.548542810499335
Threshold_0.50,2023-04,2,q = 2: Inverse Simpson,8.727808328777428,8.727808328777428,8.727808328777428,5568,8.727808328777428,Threshold >= 0.50,Deterministic,Point estimate,6.9242353692752605,6.358121845965052,7.455292373796893,1.8035729595021674,26.04725089942952
Threshold_0.50,2023-05,0,q = 0: Richness,118,118,118,7018,118,Threshold >= 0.50,Deterministic,Point estimate,80,70,89,38,47.50000000000001
Threshold_0.50,2023-05,1,q = 1: Exponential Shannon,13.06299606330218,13.06299606330218,13.06299606330218,7018,13.06299606330218,Threshold >= 0.50,Deterministic,Point estimate,10.109917411936156,9.346019697381646,10.88651280112465,2.953078651366024,29.209720822046535
Threshold_0.50,2023-05,2,q = 2: Inverse Simpson,6.615635858197547,6.615635858197547,6.615635858197547,7018,6.615635858197547,Threshold >= 0.50,Deterministic,Point estimate,5.9096174227906495,5.575000624972628,6.2165527517711645,0.7060184354068975,11.946939791467926
Threshold_0.50,2023-06,0,q = 0: Richness,114,114,114,6122,114,Threshold >= 0.50,Deterministic,Point estimate,79,70,88,35,44.303797468354425
Threshold_0.50,2023-06,1,q = 1: Exponential Shannon,10.842253085156798,10.842253085156798,10.842253085156798,6122,10.842253085156798,Threshold >= 0.50,Deterministic,Point estimate,7.249416257343754,6.541442909004715,8.132310727466265,3.592836827813044,49.560360452104725
Threshold_0.50,2023-06,2,q = 2: Inverse Simpson,5.019164458329248,5.019164458329248,5.019164458329248,6122,5.019164458329248,Threshold >= 0.50,Deterministic,Point estimate,3.776591238540175,3.5025735687939346,4.188110750478752,1.2425732197890733,32.90197803534027
Threshold_0.50,2023-07,0,q = 0: Richness,86,86,86,1691,86,Threshold >= 0.50,Deterministic,Point estimate,61,54,70,25,40.98360655737705
Threshold_0.50,2023-07,1,q = 1: Exponential Shannon,18.126802145087265,18.126802145087265,18.126802145087265,1691,18.126802145087265,Threshold >= 0.50,Deterministic,Point estimate,11.095320592102578,9.737985992804411,12.939832126197096,7.031481552984687,63.37339687137613
Threshold_0.50,2023-07,2,q = 2: Inverse Simpson,7.985481100855942,7.985481100855942,7.985481100855942,1691,7.985481100855942,Threshold >= 0.50,Deterministic,Point estimate,5.510201738584267,4.805326765966733,6.800983932955736,2.4752793622716753,44.92175567618415
Threshold_0.50,2023-08,0,q = 0: Richness,30,30,30,193,30,Threshold >= 0.50,Deterministic,Point estimate,20,16,25,10,50
Threshold_0.50,2023-08,1,q = 1: Exponential Shannon,15.983980533213781,15.983980533213781,15.983980533213781,193,15.983980533213781,Threshold >= 0.50,Deterministic,Point estimate,10.619145384701902,8.94719195235206,12.273443615964595,5.3648351485118795,50.52040398882325
Threshold_0.50,2023-08,2,q = 2: Inverse Simpson,10.489721205294284,10.489721205294284,10.489721205294284,193,10.489721205294284,Threshold >= 0.50,Deterministic,Point estimate,7.35486751442681,6.210137482055555,8.393395826660338,3.134853690867474,42.6228437795563
Threshold_0.50,2023-10,0,q = 0: Richness,46,46,46,538,46,Threshold >= 0.50,Deterministic,Point estimate,35,30,40,11,31.428571428571427
Threshold_0.50,2023-10,1,q = 1: Exponential Shannon,16.062322063917527,16.062322063917527,16.062322063917527,538,16.062322063917527,Threshold >= 0.50,Deterministic,Point estimate,11.285193646725972,9.656628666269594,12.767977009954244,4.777128417191555,42.33093881005296
Threshold_0.50,2023-10,2,q = 2: Inverse Simpson,8.665469133584816,8.665469133584816,8.665469133584816,538,8.665469133584816,Threshold >= 0.50,Deterministic,Point estimate,6.2230845439930595,5.393570135790187,7.0189798889442585,2.4423845895917564,39.24717031121343
Threshold_0.50,2023-11,0,q = 0: Richness,52,52,52,396,52,Threshold >= 0.50,Deterministic,Point estimate,36,30,41,16,44.44444444444444
Threshold_0.50,2023-11,1,q = 1: Exponential Shannon,23.268132224706534,23.268132224706534,23.268132224706534,396,23.268132224706534,Threshold >= 0.50,Deterministic,Point estimate,14.484418761965905,12.502070753981988,16.862418724895214,8.783713462740629,60.64249872287215
Threshold_0.50,2023-11,2,q = 2: Inverse Simpson,13.595977111149645,13.595977111149645,13.595977111149645,396,13.595977111149645,Threshold >= 0.50,Deterministic,Point estimate,8.618874485612,7.4005453427892185,10.10461945493617,4.977102625537645,57.74654955059641
Threshold_0.50,2023-12,0,q = 0: Richness,35,35,35,220,35,Threshold >= 0.50,Deterministic,Point estimate,26,22,31,9,34.61538461538463
