scenario,scenario_label,year_month,q,q_label,mean,sd,median,lower_95,upper_95
Audio_only,Audio-only sensitivity,2023-12,2,q = 2: Inverse Simpson,4.926510073758466,0.49266833673691046,4.921823564960819,4.059043441491799,6.03736875527478
Audio_only,Audio-only sensitivity,2024-01,0,q = 0: Richness,27.588,2.394575116798383,28,23,32
Audio_only,Audio-only sensitivity,2024-01,1,q = 1: Exponential Shannon,10.85963246573766,0.7317426445760917,10.838544606090764,9.520206499465623,12.389478189496131
Audio_only,Audio-only sensitivity,2024-01,2,q = 2: Inverse Simpson,6.6392556567736705,0.4398928299863848,6.619748705067215,5.825448585116414,7.564935172187051
Audio_only,Audio-only sensitivity,2024-02,0,q = 0: Richness,52.672,3.6281647674243764,53,45.34166666666667,60
Audio_only,Audio-only sensitivity,2024-02,1,q = 1: Exponential Shannon,9.248024779623554,0.5731713998334151,9.23887075448593,8.183885720439974,10.418548112055152
Audio_only,Audio-only sensitivity,2024-02,2,q = 2: Inverse Simpson,4.25903029534911,0.2760191974668257,4.236322375733461,3.7927694079967553,4.8407915288824
Audio_only,Audio-only sensitivity,2024-03,0,q = 0: Richness,71.797,3.6231088746983464,72,65,79
Audio_only,Audio-only sensitivity,2024-03,1,q = 1: Exponential Shannon,10.47359731035247,0.44216775661947405,10.472128623257355,9.6461492677275,11.325905220769297
Audio_only,Audio-only sensitivity,2024-03,2,q = 2: Inverse Simpson,6.277638232287773,0.26469536940777016,6.263432727149076,5.803526099369918,6.827829245704014
Audio_only,Audio-only sensitivity,2024-04,0,q = 0: Richness,59.169,3.4333987865127504,59,52,66
Audio_only,Audio-only sensitivity,2024-04,1,q = 1: Exponential Shannon,7.7972153234712245,0.36073174254619783,7.7916379451460145,7.117786566493471,8.528225285908958
Audio_only,Audio-only sensitivity,2024-04,2,q = 2: Inverse Simpson,4.68111770004703,0.15473677178266707,4.673290141008515,4.401081196882228,5.004840207353665
